startDate,endDate,brief,investor_id,groupName,isCurrent,position,kr_group_id,id
2014-06-01 01:01:01,9999-09-09 09:09:09,"源码资本（Source Code Capital）专注在TMT早期投资，目前管理基金共2.5亿美金，3.5亿人民币。我们集结了互联网核心层力量作为我们的出资人（红杉资本，美团网王兴，今日头条张一鸣等），他们同时会成为孤独创业者的伙伴。
创始合伙人曹毅先生在风险投资行业从业10年，专注在TMT行业，参与投资有40余家，涵盖多个细分领域：电子商务，信息平台，互联网金融，游戏娱乐、社区、O2O等。在创立源码之前，曹毅先生先后在C Square Capital、联创策源、红杉资本任职。 
专注、专业、快速、帮忙是我们面对早期阶段企业的态度和自我要求。 
源码资本是红杉资本中国成员企业。",20039,源码资本,True,投资经理,451,14
,9999-09-09 09:09:09,杭州天湾投资管理有限公司成立于2010年，是由庞小伟先生联合实力雄厚的财团法人等在中国杭州发起设立的主要专注于互联网的天使投资基金。天使湾目前直接管理的风险投资基金是“天使湾1号”、“天使湾2号”、“天使湾3号”和“天使湾4号”。,20059,天使湾创投,True,投资经理,54,15
2015-04-01 01:01:01,9999-09-09 09:09:09,执一资本Yi Capital成立于2015年，是一家新成立的美元投资机构，首期规模2亿美元，专注于TMT产业互联网领域的早期、成长期投资，关注领域覆盖汽车、金融、教育、医疗、房产服务等。,20010,执一资本,True,投资经理,1595,16
2014-04-01 01:01:01,9999-09-09 09:09:09,执一资本Yi Capital成立于2015年，是一家新成立的美元投资机构，首期规模2亿美元，专注于TMT产业互联网领域的早期、成长期投资，关注领域覆盖汽车、金融、教育、医疗、房产服务等。,20060,执一资本,True,投资经理,1595,17
2013-08-01 01:01:01,2015-04-01 01:01:01,中文搜索引擎,20060,百度,False,投资和并购,5204,18
2014-06-01 01:01:01,9999-09-09 09:09:09,杭州湖畔山南资本管理有限公司成立于2014年，是由阿里巴巴集团创始人之一谢世煌Simon创立的早期投资机构，在北京和杭州有分部。,20040,湖畔山南资本,True,副总裁,464,11
2012-11-01 01:01:01,2014-09-01 01:01:01,综合性B2B、B2C网上商城,20040,阿里巴巴,False,投资和并购,5137,12
2011-02-01 01:01:01,2012-10-01 01:01:01,"弘毅投资成立于2003年，是联想控股成员企业中专事股权投资及管理业务的公司。目前共管理七期股权投资基金（五期美元基金、两期人民币基金）和一期人民币夹层基金，管理资金总规模超过460亿元人民币。弘毅投资的出资人包括联想控股、全国社保基金、中国人寿及高盛、淡马锡、斯坦福大学基金、加拿大养老基金等国内外著名投资机构。

弘毅投资成立于2003年，是联想控股成员企业中专事股权投资及管理业务的公司。

弘毅投资致力于集聚全球优质资本，以股权投资为纽带，助力中国实体经济发展，目前共管理七期股权投资基金（五期美元基金、两期人民币基金）和一期人民币夹层基金，管理资金总规模超过460亿元人民币。弘毅投资的出资人包括联想控股、全国社保基金、中国人寿及高盛、淡马锡、斯坦福大学基金、加拿大养老基金等国内外著名投资机构。

弘毅投资专注中国市场，以“增值服务，价值创造”为核心投资理念，围绕城镇化、消费升级两大主题，已先后投资于机械装备、医药健康、消费渠道、文化传媒、金融服务等领域的80多家企业，如石药集团、中联重科、中集集团、苏宁云商、城投控股等，并通过引进市场化治理机制、输出先进管理经验，推动一批企业成为行业乃至世界领先企业。",20040,弘毅投资,False,投资经理,661,13
2014-09-01 01:01:01,9999-09-09 09:09:09,海纳亚洲创投基金是海纳国际集团（SIG）的全资子公司，SIG授权SAI利用其自有资金在中国境内进行风险投资和私募股权投资等活动，特别关注消费类，服务类，以及数字媒体方面的企业。,20100,海纳亚洲,True,副总裁,350,19
2012-11-01 01:01:01,2014-09-01 01:01:01,联创策源投资咨询（北京）有限公司成立于2005年，是一家总部设在北京的风险投资公司，专注于投资早期的高科技企业和成长型的企业。,20100,策源创投,False,副总裁,59,20
2010-06-01 01:01:01,2012-10-01 01:01:01,北京清科投资管理有限公司成立于2009年，是由清科集团所募集成立的，专注于投资具有高增长潜质中国企业的创业投资基金。主要采取联合投资的方式和国内外著名创投机构投资于中后期企业，同时，以领投或联合领投的方式投资于早期的创业企业，投资的行业涉及互联网、移动无线应用、数字媒体、健康医疗、能源环保、消费品、服务行业及其他新兴领域。,20100,清科创投,False,投资总监,56,21
2015-08-01 01:01:01,9999-09-09 09:09:09,"IDG资本专注于与中国市场有关的VC/PE投资项目，在香港、北京、上海、广州、深圳等地设有办事处。
IDG资本重点关注消费品、连锁服务、互联网及无线应用、新媒体、教育、医疗健康、新能源、先进制造等领域的拥有一流品牌的领先企业，覆盖初创期、成长期、成熟期、Pre-IPO各个阶段，投资规模从上百万美元到上千万美元不等。
自1992年开始，作为最早进入中国市场的国际投资机构之一，IDG资本已投资包括百度、搜狐、腾讯、搜房、携程、汉庭、如家、金蝶、物美、康辉、九安等200家优秀企业，并已有超过60家企业在美国、中国香港、中国A股证券市场上市。",20099,IDG资本,True,投资经理,94,22
2014-10-01 01:01:01,2015-08-01 01:01:01,"IDG资本专注于与中国市场有关的VC/PE投资项目，在香港、北京、上海、广州、深圳等地设有办事处。
IDG资本重点关注消费品、连锁服务、互联网及无线应用、新媒体、教育、医疗健康、新能源、先进制造等领域的拥有一流品牌的领先企业，覆盖初创期、成长期、成熟期、Pre-IPO各个阶段，投资规模从上百万美元到上千万美元不等。
自1992年开始，作为最早进入中国市场的国际投资机构之一，IDG资本已投资包括百度、搜狐、腾讯、搜房、携程、汉庭、如家、金蝶、物美、康辉、九安等200家优秀企业，并已有超过60家企业在美国、中国香港、中国A股证券市场上市。",20099,IDG资本,False,分析师,94,23
2014-11-01 01:01:01,9999-09-09 09:09:09,"红杉资本中国基金成立于2005年，截止2014年7月，已拥有7支美元基金和3支人民币基金。红杉资本创始于1972年，目前管理近30支基金。
红杉美元基金多数出资者是全球著名的教育机构和慈善机构，他们平均和红杉合作时间超过了25年；红杉人民币基金的出资者为中国的企业家、重要的科研、保险和政府机构。
红杉资本中国基金主要关注科技／传媒、医疗健康、消费品／服务和新能源／清洁技术／先进制造领域的早期和成长期企业。",20098,红杉资本,True,投资经理,57,24
,9999-09-09 09:09:09,P2P信用贷款服务平台，提供财富管理和小额贷款等服务,20098,宜信,True,投资和并购,3380,25
2011-01-01 01:01:01,2014-10-01 01:01:01,"华创资本是一家为创业者提供初创期和成长期投资的专业投资机构。自2006年成立伊始，一直专注于金融服务、企业软件和服务，以及消费升级领域的早期投资，并利用深厚的资源与经验帮助所投企业进行战略规划、业务拓展和团队组建。

华创资本的早期投资金额从5万美元到30万美元，获得企业2%~20%的股权，并且会对其中的佼佼者继续增持到150万美元到200万美元。 华创资本目前管理着3000多万美元和1亿多人民币。除了资金方面的支持外，华创资本还提供企业成长所需的策略咨询、业务拓展、团队建设以及后续融资服务。",20098,华创资本,False,投资经理,123,26
2011-01-01 01:01:01,2014-06-01 01:01:01,P2P信用贷款服务平台，提供财富管理和小额贷款等服务,20098,宜信,False,产品,3380,27
2010-09-01 01:01:01,9999-09-09 09:09:09,"经纬中国成立于2008年，是一家专注环保技术、教育、能源、金融服务、健康、互联网和软件行业等不同领域的投资公司。
经纬创投于1977年在美国波士顿创立，当时名为Hellman Ferri 投资公司，这是在美国东海岸设立的专注于初创型高科技公司投资的最早一批风险投资公司之一。这家公司是Apollo Computer、Stratus Computer和Continental Cable（Comcast的前身）最早的投资人，同时公司也是苹果电脑早期的投资人之一。
1982年Paul Ferri将公司更名为经纬创投，并在西海岸开设了硅谷办公室。美国的东西海岸是美国国内最重要的技术创新发源地，而当时仅有很少的几家风险投资公司同时在东西海岸设立办公室。经纬创投正是凭借这样的优势，常常能在第一时间接触到各个行业内最前端的技术创新。
2006年，经纬创投筹集了首期印度基金，这笔基金由两位管理合伙人Avnish Bajaj 和Rishi Navani共同管理。该基金总部设在孟买，已经在一系列以消费者为导向的行业中完成了若干投资项目，其投资范畴涵盖了互联网、教育、金融服务和零售业等行业。
经纬中国则是在2008年创立的，由邵亦波、徐传陞和张颖三位管理合伙人共同管理。经纬中国在环保技术、教育、能源、金融服务、健康、互联网和软件行业等不同领域积极寻找投资机会。",20097,经纬中国,True,合伙人,48,28
,9999-09-09 09:09:09,"晨兴资本成立于1992年，是晨兴集团从事高科技风险投资的机构，主要投资于中国大陆的高科技、媒体、通讯和生命科技项目。
在中国的投资方向主要集中在医疗保健、互联网、信息服务、媒体、软件、通讯、生命科技和教育等领域，为创业企业提供种子期、早期及成长期资金，对每一家企业的初始投资额通常在五十万美元以上，并追加投资于业绩良好的已投资企业中。
晨兴创投提供的增值服务主要包括以下几个方面：1、为企业的创业、发展、财务管理、组织架构以及法律事务等提供战略性指导；2、帮助企业建立销售网络、开拓市场； 3、帮助企业寻找和培训高级管理人员； 4、提供技术、专家意见和市场调查方面的信息； 5、帮助企业与其它商家建立战略性合作关系，以取得更具有竞争力的市场地位；6、引荐其它国际国内的投资机构，为企业提供更多的融资渠道；7、在企业合并、收购、重组和上市的过程中提供帮助。",20094,晨兴资本,True,投资经理,630,29
,9999-09-09 09:09:09,"源码资本（Source Code Capital）专注在TMT早期投资，目前管理基金共2.5亿美金，3.5亿人民币。我们集结了互联网核心层力量作为我们的出资人（红杉资本，美团网王兴，今日头条张一鸣等），他们同时会成为孤独创业者的伙伴。
创始合伙人曹毅先生在风险投资行业从业10年，专注在TMT行业，参与投资有40余家，涵盖多个细分领域：电子商务，信息平台，互联网金融，游戏娱乐、社区、O2O等。在创立源码之前，曹毅先生先后在C Square Capital、联创策源、红杉资本任职。 
专注、专业、快速、帮忙是我们面对早期阶段企业的态度和自我要求。 
源码资本是红杉资本中国成员企业。",20096,源码资本,True,投资经理,451,30
2011-09-01 01:01:01,2014-10-01 01:01:01,中国最大的互联网公司，供职于战略部，做过战略/产品运营/投资,20096,腾讯公司,False,产品,131860,31
2014-07-01 01:01:01,9999-09-09 09:09:09,"源码资本（Source Code Capital）专注在TMT早期投资，目前管理基金共2.5亿美金，3.5亿人民币。我们集结了互联网核心层力量作为我们的出资人（红杉资本，美团网王兴，今日头条张一鸣等），他们同时会成为孤独创业者的伙伴。
创始合伙人曹毅先生在风险投资行业从业10年，专注在TMT行业，参与投资有40余家，涵盖多个细分领域：电子商务，信息平台，互联网金融，游戏娱乐、社区、O2O等。在创立源码之前，曹毅先生先后在C Square Capital、联创策源、红杉资本任职。 
专注、专业、快速、帮忙是我们面对早期阶段企业的态度和自我要求。 
源码资本是红杉资本中国成员企业。",20095,源码资本,True,投资经理,451,32
2013-08-01 01:01:01,2014-07-01 01:01:01,"汉能投资成立于2003年，目前管理着一支人民币基金和一支美元基金，同时与Translink Capital美国硅谷的风险投资公司共同管理着一支美元基金； 与中国通用技术集团共同发起了一只环境产业基金；与中国知名房地产上市公司—万通控股、西咸新区发展集团有限公司等共同成立了西咸立体城市发展基金。
基金现阶段主要关注以下几方面：
1、重点关注具有独特定位和高增长的潜力行业，如TMT、媒体、消费品、清洁能源，医疗健康和服务业等；
2、重点关注可以通过整合并购方式进行快速扩展的企业。
在被投企业的选择过程中，该机构仍倾向于投资处在不同发展阶段、具有以下特征的企业：
1、广阔的市场机遇；
2、可以通过整合并购方式进行快速扩张的潜力；
3、行业领导力和切实的执行力的管理团队；
4、可持续增长的利润空间和市场份额以及良好的盈利模式。",20095,汉能投资,False,投资经理,136,33
2011-10-01 01:01:01,2013-07-01 01:01:01,"启迪创业投资管理（北京）有限公司成立于2001年，起源于清华科技园的企业孵化和创业投资业务实践。自1999年清华科技园创立的初期，在自身还需要被孵化的时候，开始了对初创企业的投资和孵化。2001年3月，启迪创投的前身，清华科技园孵化器公司和技术资产经营公司分别成立；2007年，更名为启迪创投。从此，我们以“投资+孵化”的模式，专注于投资中国最具创新能力的高科技、高成长企业。
启迪创投依托清华大学的丰富资源，是清华产业体系中专注于创业投资的行业领先机构。在十余年的创业投资及企业孵化历史中，启迪创投从无到有，从小到大，从弱到强，已经完成对近百家创业企业的投资，并取得了丰厚的投资回报。
目前，启迪创投作为国内最大、最优秀的源自高校背景的创投基金管理机构，受托管理包括天使投资基金在内的多只人民币基金，总资产规模超过30亿元。除大学教育基金会、政府引导资金和机构投资者以外，认同启迪长期投资理念的高净值个人也加入到启迪系列基金的出资人队伍当中。
启迪创投的投资方向包括信息技术、先进制造、新材料、生命科学、清洁技术、文化传媒和现代服务业等领域，并在这些方面积累了丰富的资源和投资经验。",20095,启迪创投,False,投资经理,489,34
2011-11-01 01:01:01,2013-12-01 01:01:01,中文搜索引擎,20091,百度,False,产品,5204,36
2010-06-01 01:01:01,2011-11-01 01:01:01,团购网站,20091,24券,False,市场与销售,143826,37
2003-02-01 01:01:01,2011-06-01 01:01:01,综合性B2B、B2C网上商城,20093,阿里巴巴,False,运营,5137,35
,9999-09-09 09:09:09,"源码资本（Source Code Capital）专注在TMT早期投资，目前管理基金共2.5亿美金，3.5亿人民币。我们集结了互联网核心层力量作为我们的出资人（红杉资本，美团网王兴，今日头条张一鸣等），他们同时会成为孤独创业者的伙伴。
创始合伙人曹毅先生在风险投资行业从业10年，专注在TMT行业，参与投资有40余家，涵盖多个细分领域：电子商务，信息平台，互联网金融，游戏娱乐、社区、O2O等。在创立源码之前，曹毅先生先后在C Square Capital、联创策源、红杉资本任职。 
专注、专业、快速、帮忙是我们面对早期阶段企业的态度和自我要求。 
源码资本是红杉资本中国成员企业。",20090,源码资本,True,投资经理,451,40
2012-06-01 01:01:01,9999-09-09 09:09:09,"盘古基金投资管理有限公司成立于2008年，是日本私募投资机构Ant Capital Partners蚂蚁资本旗下从事中国投资业务的全资子公司，于2011年管理层收购之后开始了独立营运。盘古创富的投资范围覆盖医疗、互联网、消费、高科技、新能源等高成长领域。
测试机构分行。",20089,盘古创富,True,高级投资经理,358,41
2009-01-01 01:01:01,2009-12-01 01:01:01,待完善,20089,中信证券股份有限公司,False,投资和并购,131313,42
2015-05-01 01:01:01,9999-09-09 09:09:09,"丰厚投资管理（北京）有限公司成立于2012年，由谭群钊（前盛大集团总裁）、杨守彬（知名创业者与投资人）、岳弢（巨人网络联合创始人）、吴智勇（资深投资专家）四人联合创立， 在北京和上海两地设立办公室，专注于基于互联网的“大消费、泛娱乐、金融创新”相关领域的早期投资。
丰厚资本聚集了约40位LP（有限合伙人），主要包括四类人：上市公司创始人、知名互联网公司的高管、国际金融机构中国区高管或负责人、著名传媒人士，丰富的LP资源为创业者带来更多资源分享和合作。",20092,丰厚资本,True,副总裁,633,38
2012-07-01 01:01:01,2015-04-01 01:01:01,平安创新投资基金成立于2012年，是中国平安集团旗下投资机构，关注金融科技、消费、医疗健康、汽车等领域的创新以及移动互联网、社交网络、数据分析、人工智能等前沿技术对个人和组织的应用。,20092,平安创新投资,False,副总裁,164,39
2014-09-01 01:01:01,9999-09-09 09:09:09,"亚杰天使基金是由亚杰商会中的超级天使发起、专为摇篮计划学员及有梦想的创业者设立的，旨在为其提供融资帮助和创业指导的天使基金。
亚杰天使基金将重点关注IT及互联网、科技与创新服务等领域的创业企业。重点投资摇篮计划企业和导师、学员推荐的创业企业。投资地域以北京为主，重点关注中关村各科技园区的企业。
亚杰天使基金主要用于种子期及早期投资，以投资+导师指导帮助为特色，在2年内完成第一期基金的投资。每2年募集新的天使基金，不断扩大LP规模、增加优质项目来源，形成一支长期的投资基金序列。",20087,亚杰基金,True,合伙人,285,45
2012-01-01 01:01:01,9999-09-09 09:09:09,险峰华兴创业投资是由华兴资本创始人包凡携手陈科屹创立，是专注互联网、移动互联网和科技类项目的早期天使投资机构。目前，险峰华兴已投资了聚美优品、找钢网、分期乐、美柚、团车网、蜜芽宝贝、墨迹天气等过百家创业企业。,20084,险峰华兴,True,副总裁,68,46
2008-12-01 01:01:01,2010-12-01 01:01:01,待完善,20084,优衣库,False,市场与销售,130756,47
2005-01-01 01:01:01,2006-12-01 01:01:01,日本第二大广告公司,20084,博报堂,False,市场与销售,148780,48
2015-01-01 01:01:01,9999-09-09 09:09:09,无穹创投成立于2014年，是一只专注于初创期投资的基金，投资方向基本是TMT以及泛娱乐，投资轮次一般是天使轮到A轮。,20088,无穹创投,True,合伙人,1910,43
2013-10-01 01:01:01,2014-12-01 01:01:01,旅行服务提供商，提供酒店、机票和度假等旅行产品预订服务,20088,艺龙旅行网,False,投资和并购,7954,44
2012-04-01 01:01:01,9999-09-09 09:09:09,互联网综合服务提供商,20086,腾讯,True,投资和并购,131154,49
2012-09-01 01:01:01,9999-09-09 09:09:09,成为资本成立于1999年，总部位于上海，主要进行制造业、消费品、教育、互联网、石油天然气等行业的全阶段投资，投资规模有从低于一百万美元的初创期投资到一两千万美元的发展期投资。,20083,成为资本,True,副总裁,186,50
2015-01-01 01:01:01,9999-09-09 09:09:09,光源资本成立于2014年，是一家专注于TMT领域早期阶段的创投机构+精品投行，重点关注泛娱乐、消费升级、海外移动互联网等细分方向，在北京和上海两地设立办公室。基金的出资人包括国内外TMT领域上市公司中高管、多位10亿美金以上估值的知名公司创始人，以及数家领先的金融机构。光源资本充分借助优质LP的力量，积极提供多种增值服务，为被投企业带来全方位的投后服务与支持。,20082,光源资本,True,创始合伙人,2375,51
2012-02-01 01:01:01,2014-08-01 01:01:01,互联网和手机安全产品及服务供应商,20082,奇虎360,False,投资和并购,130780,52
2010-03-01 01:01:01,2012-01-01 01:01:01,盛大资本正是从盛大网络投资部门升级而来。盛大资本将专注于包括移动互联网等领域的中早期互联网创业投资等项目。,20082,盛大资本,False,分析师,49,53
2009-07-01 01:01:01,2010-02-01 01:01:01,互动娱乐媒体企业,20082,盛大网络,False,产品,131287,54
2011-03-01 01:01:01,9999-09-09 09:09:09,极客帮创业基金（前身是极客梦工场创业投资中心）是由蓝港创始人王峰、CSDN创始人蒋涛发起的天使基金，合伙人包含游戏圈、互联网圈知名公司VP以上级别大佬和知名VC机构，专注于投资游戏及周边领域、工具和云相关早期公司。,20081,极客帮,True,创始合伙人,361,55
1999-12-01 01:01:01,9999-09-09 09:09:09,IT技术社区和服务平台,20081,CSDN,True,产品,5304,56
1997-03-01 01:01:01,1998-03-01 01:01:01,应用软件和互联网服务提供商,20081,金山软件,False,技术,7258,57
1992-07-01 01:01:01,1995-07-01 01:01:01,以网络游戏研发、运营、销售为一体的综合性互动娱乐企业,20081,巨人网络,False,技术,7054,58
2014-03-01 01:01:01,9999-09-09 09:09:09,"君联资本成立于2001年，联想控股总裁柳传志组建一支队伍，由朱立南率领进入投资领域，并将联想控股的3500万美元作为第一期基金，由此联想投资于2001年4月诞生。联想投资是联想控股旗下独立的专业风险投资公司。2012年2月，联想投资更名为君联资本。君联资本的核心业务定位于初创期风险投资和扩展期成长投资。
目前，君联资本共管理六期美元基金、两期人民币基金，资金规模合计逾160亿元人民币，重点投资于运作主体在中国及市场与中国相关的创新、成长型企业。
截止到2014年1月，君联资本注资企业170余家，其中23家分别在美国纽交所、纳斯达克、香港联交所、台湾柜买中心、上交所、深交所中小板和创业板上市，另有13家公司通过并购方式实现退出。",20080,君联资本,True,副总裁,60,59
2002-07-01 01:01:01,2008-06-01 01:01:01,"SOE, Leading GDS in China",20080,中国航信,False,技术,136715,60
2014-07-01 01:01:01,9999-09-09 09:09:09,"IDG资本专注于与中国市场有关的VC/PE投资项目，在香港、北京、上海、广州、深圳等地设有办事处。
IDG资本重点关注消费品、连锁服务、互联网及无线应用、新媒体、教育、医疗健康、新能源、先进制造等领域的拥有一流品牌的领先企业，覆盖初创期、成长期、成熟期、Pre-IPO各个阶段，投资规模从上百万美元到上千万美元不等。
自1992年开始，作为最早进入中国市场的国际投资机构之一，IDG资本已投资包括百度、搜狐、腾讯、搜房、携程、汉庭、如家、金蝶、物美、康辉、九安等200家优秀企业，并已有超过60家企业在美国、中国香港、中国A股证券市场上市。",20078,IDG资本,True,分析师,94,61
2013-12-01 01:01:01,2014-06-01 01:01:01,平安创新投资基金成立于2012年，是中国平安集团旗下投资机构，关注金融科技、消费、医疗健康、汽车等领域的创新以及移动互联网、社交网络、数据分析、人工智能等前沿技术对个人和组织的应用。,20078,平安创新投资,False,分析师,164,62
2013-08-01 01:01:01,9999-09-09 09:09:09,"北京乐搏世纪股权投资中心（有限合伙）成立于2011年，资产总规模为1亿元人民币，投资周期为7年，专门针对具有巨大成长潜力、公司尚处于理念或萌芽状态的个人及团队投资的天使基金，致力于发现并帮助从零起步、极具商业潜质的个人和团队成长为未来之星。
投资方向：只投起步初期的个人和团队，即“商业计划书之前的公司”。 
投资领域：主要针对TMT领域及高速增长的服务业投资规模：每个项目的投资额度不超过500万，占股15%-30%，不追加投资。
投资方式特点：采取合伙人式管理，用专业经验帮助所投公司制定或调整商业计划、规划经营模式、市场策略和 未来发展战略目标。",20076,乐搏资本,True,投资总监,199,66
2013-03-01 01:01:01,9999-09-09 09:09:09,平安创新投资基金成立于2012年，是中国平安集团旗下投资机构，关注金融科技、消费、医疗健康、汽车等领域的创新以及移动互联网、社交网络、数据分析、人工智能等前沿技术对个人和组织的应用。,20072,平安创新投资,True,投资经理,164,67
2014-09-01 01:01:01,9999-09-09 09:09:09,"昆吾九鼎投资管理有限公司成立于2007年，是在国家发展与改革委员会和中国证券投资基金业协会备案登记的专注于股权投资及管理的专业机构，是中国投资协会股权和创业投资专业委员会副会长单位。在中国股权投资第三方研究机构清科集团的中国私募股权投资机构综合排名中，九鼎投资在2011年、2012年连续两年位居“中国私募股权投资机构50强”第一名，获评“中国最佳私募股权投资机构”。
九鼎投资总部位于北京，在全国50个地区设有分支机构或派驻专业人员，管理了多支人民币基金和一支美元基金。九鼎投资在消费、服务、医药医疗、农业、装备、材料、矿业、节能环保等领域均有专业的投资团队进行长期研究、跟踪，并有大量的成长期和成熟期企业的投资案例。目前，九鼎投资累计投资企业超过100家，其中已上市企业及处于上市在审企业60余家。",20071,九鼎投资,True,投资经理,400,68
2014-04-01 01:01:01,9999-09-09 09:09:09,"经纬中国成立于2008年，是一家专注环保技术、教育、能源、金融服务、健康、互联网和软件行业等不同领域的投资公司。
经纬创投于1977年在美国波士顿创立，当时名为Hellman Ferri 投资公司，这是在美国东海岸设立的专注于初创型高科技公司投资的最早一批风险投资公司之一。这家公司是Apollo Computer、Stratus Computer和Continental Cable（Comcast的前身）最早的投资人，同时公司也是苹果电脑早期的投资人之一。
1982年Paul Ferri将公司更名为经纬创投，并在西海岸开设了硅谷办公室。美国的东西海岸是美国国内最重要的技术创新发源地，而当时仅有很少的几家风险投资公司同时在东西海岸设立办公室。经纬创投正是凭借这样的优势，常常能在第一时间接触到各个行业内最前端的技术创新。
2006年，经纬创投筹集了首期印度基金，这笔基金由两位管理合伙人Avnish Bajaj 和Rishi Navani共同管理。该基金总部设在孟买，已经在一系列以消费者为导向的行业中完成了若干投资项目，其投资范畴涵盖了互联网、教育、金融服务和零售业等行业。
经纬中国则是在2008年创立的，由邵亦波、徐传陞和张颖三位管理合伙人共同管理。经纬中国在环保技术、教育、能源、金融服务、健康、互联网和软件行业等不同领域积极寻找投资机会。",20070,经纬中国,True,分析师,48,69
,9999-09-09 09:09:09,光信资本是一家专注于TMT/互联网、医疗健康等行业的风险投资管理公司，目前资产管理规模超过人民币30亿元，已在境内外市场有多起成功上市/并购退出案例。,20074,光信资本,True,投资经理,728,70
